gameID,turn,side,move,score
57380690,1,red,C2.5,1.0
57380690,1,black,h2+3,1.0
57380691,1,red,C2.5,1.0
57380691,1,black,h2+3,1.0
57380692,1,red,C8.6,-1.0
57380692,1,black,h8+7,-1.0
57380693,1,red,E3+5,-1.0
57380694,1,red,C8.5,1.0
57380694,1,black,h2+3,1.0
57380695,1,red,H2+3,-1.0
57380696,1,red,H8+7,1.0
57380697,1,red,C2.7,-1.0
57380697,1,black,c8.5,-1.0
57380697,2,red,H2+3,-1.0
57380698,1,red,C8.4,1.0
57380698,1,black,h2+3,1.0
57380699,1,red,C8.5,1.0
57380699,1,black,e3+5,1.0
57380700,1,red,C2.5,1.0
57380700,1,black,h2+3,1.0
57380701,1,red,P3+1,1.0
57380701,1,black,c2.5,1.0
57380701,2,red,H2+3,1.0
57380702,1,red,C8.5,1.0
57380702,1,black,h2+3,1.0
57380703,1,red,E3+5,1.0
57380704,1,red,C2.5,1.0
57380704,1,black,c8+1,1.0
57380704,2,red,R1+1,1.0
57380704,2,black,h8+9,1.0
57380705,1,red,C2.6,-1.0
57380705,1,black,p3+1,-1.0
57380705,2,red,E7+5,-1.0
57380706,1,red,P7+1,1.0
57380706,1,black,e3+5,1.0
57380707,1,red,C2.5,-1.0
57380707,1,black,c2.5,-1.0
57380707,2,red,H2+3,-1.0
57380708,1,red,C2.5,-1.0
57380708,1,black,c2.5,-1.0
57380708,2,red,H2+3,-1.0
57380709,1,red,P3+1,1.0
57380709,1,black,c8.7,1.0
57380709,2,red,E3+5,1.0
57380710,1,red,P3+1,-1.0
57380710,1,black,c8.7,-1.0
57380710,2,red,E3+5,-1.0
57380711,1,red,E3+5,1.0
57380712,1,red,C8.5,1.0
57380712,1,black,h2+3,1.0
57380713,1,red,H2+3,1.0
57380714,1,red,P7+1,1.0
57380714,1,black,c2.6,1.0
57380714,2,red,C2.4,1.0
57380714,2,black,e3+5,1.0
57380715,1,red,C2.5,1.0
57380715,1,black,h8+7,1.0
57380716,1,red,C2.5,-1.0
57380716,1,black,h8+7,-1.0
57380717,1,red,R1+1,1.0
57380717,1,black,c8+7,1.0
57380717,2,red,R9+2,1.0
57380717,2,black,c2+7,1.0
57380717,3,red,C8+2,1.0
57380717,3,black,e7+5,1.0
57380718,1,red,C8.5,-1.0
57380718,1,black,c2.5,-1.0
57380718,2,red,H8+7,-1.0
57380719,1,red,C8.5,-1.0
57380719,1,black,h2+3,-1.0
57380720,1,red,C8.5,-1.0
57380720,1,black,e3+5,-1.0
57380721,1,red,C2.5,-1.0
57380721,1,black,c2.5,-1.0
57380721,2,red,H2+3,-1.0
57380722,1,red,C2.5,-1.0
57380722,1,black,c8.5,-1.0
57380722,2,red,H2+3,-1.0
57380723,1,red,P5+1,-1.0
57380723,1,black,c8.5,-1.0
57380723,2,red,A4+5,-1.0
57380724,1,red,E7+5,1.0
57380725,1,red,C8.4,1.0
57380725,1,black,p3+1,1.0
57380725,2,red,H8+7,1.0
57380726,1,red,C2.5,1.0
57380726,1,black,h2+3,1.0
57380727,1,red,C8.5,1.0
57380727,1,black,h8+7,1.0
57380728,1,red,C2.5,-1.0
57380728,1,black,e3+5,-1.0
57380729,1,red,P3+1,1.0
57380729,1,black,c8.5,1.0
57380729,2,red,H8+7,1.0
57380730,1,red,C2.5,1.0
57380730,1,black,c2.5,1.0
57380730,2,red,H2+3,1.0
57380731,1,red,C2.5,1.0
57380731,1,black,h8+7,1.0
57380732,1,red,P3+1,1.0
57380732,1,black,h2+1,1.0
57380733,1,red,C8.5,1.0
57380733,1,black,h2+3,1.0
57380734,1,red,C2.6,1.0
57380734,1,black,c8.5,1.0
57380734,2,red,H2+3,1.0
57380735,1,red,C8.5,1.0
57380735,1,black,h8+7,1.0
57380736,1,red,E3+5,1.0
57380737,1,red,H2+3,-1.0
57380738,1,red,C2+2,1.0
57380738,1,black,c8.5,1.0
57380738,2,red,H2+3,1.0
57380739,1,red,C2.5,1.0
57380739,1,black,h2+3,1.0
57380740,1,red,C2.5,-1.0
57380740,1,black,e7+5,-1.0
57380741,1,red,E3+5,-1.0
57380742,1,red,E3+5,-1.0
57380743,1,red,C2.6,-1.0
57380743,1,black,c2.5,-1.0
57380743,2,red,H2+3,-1.0
57380744,1,red,H8+7,1.0
57380745,1,red,C8.5,1.0
57380745,1,black,h2+3,1.0
57380746,1,red,C2.5,-1.0
57380746,1,black,h8+7,-1.0
57380747,1,red,H2+3,-1.0
57380748,1,red,P7+1,1.0
57380748,1,black,p7+1,1.0
57380748,2,red,H8+7,1.0
57380749,1,red,C2.7,-1.0
57380749,1,black,e3+5,-1.0
57380750,1,red,C8.4,1.0
57380750,1,black,c2.5,1.0
57380750,2,red,H8+7,1.0
57380751,1,red,H2+3,1.0
57380752,1,red,C2.5,1.0
57380752,1,black,h8+7,1.0
57380753,1,red,C8.5,-1.0
57380753,1,black,h2+3,-1.0
57380754,1,red,C2.5,-1.0
57380754,1,black,h8+7,-1.0
57380755,1,red,P7+1,1.0
57380755,1,black,p7+1,1.0
57380755,2,red,H2+1,1.0
57380756,1,red,C2.5,1.0
57380756,1,black,h8+7,1.0
57380757,1,red,C2.5,-1.0
57380757,1,black,c2.5,-1.0
57380757,2,red,C5+4,-1.0
57380757,2,black,a4+5,-1.0
57380758,1,red,C2.5,1.0
57380758,1,black,a4+5,1.0
57380759,1,red,P7+1,1.0
57380759,1,black,c2.6,1.0
57380759,2,red,C2.4,1.0
57380759,2,black,h2+3,1.0
57380760,1,red,C2.5,1.0
57380760,1,black,e3+5,1.0
57380761,1,red,H2+3,1.0
57380762,1,red,C8.5,1.0
57380762,1,black,c8.5,1.0
57380762,2,red,H8+7,1.0
57380763,1,red,C2.6,1.0
57380763,1,black,c8.5,1.0
57380763,2,red,H2+3,1.0
57380764,1,red,A4+5,1.0
57380765,1,red,C2.5,1.0
57380765,1,black,h2+3,1.0
57380766,1,red,E7+5,1.0
57380767,1,red,C2.4,1.0
57380767,1,black,h2+3,1.0
57380768,1,red,C2.5,-1.0
57380768,1,black,c8+1,-1.0
57380768,2,red,H2+3,-1.0
57380769,1,red,C8.5,1.0
57380769,1,black,e3+5,1.0
57380770,1,red,C2.5,-1.0
57380770,1,black,c8.5,-1.0
57380770,2,red,H2+3,-1.0
57380771,1,red,C8.5,1.0
57380771,1,black,e3+5,1.0
57380772,1,red,C8.5,-1.0
57380772,1,black,h2+3,-1.0
57380773,1,red,C8.5,-1.0
57380773,1,black,h8+7,-1.0
57380774,1,red,E3+5,-1.0
57380775,1,red,C2.5,1.0
57380775,1,black,c2.5,1.0
57380775,2,red,H2+3,1.0
57380776,1,red,C2.6,1.0
57380776,1,black,h8+7,1.0
57380777,1,red,C2.6,-1.0
57380777,1,black,c8.5,-1.0
57380777,2,red,H2+3,-1.0
57380778,1,red,C2.5,1.0
57380778,1,black,h2+3,1.0
57380779,1,red,C2.6,-1.0
57380779,1,black,c8.5,-1.0
57380779,2,red,H2+3,-1.0
57380780,1,red,C2.5,-1.0
57380780,1,black,h2+3,-1.0
57380781,1,red,C2.5,1.0
57380781,1,black,e3+5,1.0
57380782,1,red,C2.5,-1.0
57380782,1,black,h8+7,-1.0
57380783,1,red,E7+5,-1.0
57380784,1,red,E7+5,-1.0
57380785,1,red,C8.4,-1.0
57380785,1,black,p7+1,-1.0
57380785,2,red,H8+7,-1.0
57380786,1,red,C2+2,-1.0
57380786,1,black,h8+7,-1.0
57380787,1,red,P3+1,1.0
57380787,1,black,c2.5,1.0
57380787,2,red,H2+3,1.0
57380788,1,red,C8.5,1.0
57380788,1,black,c2.5,1.0
57380788,2,red,H8+7,1.0
57380789,1,red,C2.6,1.0
57380789,1,black,c2.5,1.0
57380789,2,red,H2+3,1.0
57380790,1,red,C8.4,1.0
57380790,1,black,p3+1,1.0
57380790,2,red,H8+7,1.0
57380791,1,red,C2+2,-1.0
57380791,1,black,c2.5,-1.0
57380791,2,red,C2.7,-1.0
57380791,2,black,h2+3,-1.0
57380792,1,red,C8.5,1.0
57380792,1,black,c2.5,1.0
57380792,2,red,H8+7,1.0
57380793,1,red,C2.5,1.0
57380793,1,black,h8+7,1.0
57380794,1,red,E3+5,1.0
57380795,1,red,C2.5,-1.0
57380795,1,black,c8.5,-1.0
57380795,2,red,C5+4,-1.0
57380795,2,black,a4+5,-1.0
57380796,1,red,P3+1,-1.0
57380796,1,black,c2.4,-1.0
57380796,2,red,H2+3,-1.0
57380797,1,red,C8.5,0.0
57380797,1,black,h2+3,0.0
57380798,1,red,C8.5,-1.0
57380798,1,black,h8+7,-1.0
57380799,1,red,H2+3,1.0
57380800,1,red,H2+3,1.0
57380801,1,red,C2.5,1.0
57380801,1,black,h8+7,1.0
57380802,1,red,C8.5,-1.0
57380802,1,black,h8+7,-1.0
57380803,1,red,C8.5,-1.0
57380803,1,black,h2+3,-1.0
57380804,1,red,P3+1,-1.0
57380804,1,black,e7+5,-1.0
57380805,1,red,C2.6,1.0
57380805,1,black,c2.5,1.0
57380805,2,red,H2+3,1.0
57380806,1,red,C2.5,0.0
57380806,1,black,c8.5,0.0
57380806,2,red,C5+4,0.0
57380806,2,black,a6+5,0.0
57380807,1,red,P7+1,-1.0
57380807,1,black,p7+1,-1.0
57380807,2,red,H2+3,-1.0
57380808,1,red,C2.5,-1.0
57380808,1,black,h8+7,-1.0
57380809,1,red,C2.5,1.0
57380809,1,black,h8+7,1.0
57380810,1,red,C8.5,-1.0
57380810,1,black,h8+7,-1.0
57380811,1,red,C8.4,1.0
57380811,1,black,c2.5,1.0
57380811,2,red,H8+7,1.0
57380812,1,red,C2.5,1.0
57380812,1,black,e3+5,1.0
57380813,1,red,C8.5,-1.0
57380813,1,black,h2+3,-1.0
57380814,1,red,C2.5,-1.0
57380814,1,black,e7+5,-1.0
57380815,1,red,C8.5,-1.0
57380815,1,black,e3+5,-1.0
57380816,1,red,A4+5,1.0
57380817,1,red,C8.4,-1.0
57380817,1,black,c2.6,-1.0
57380817,2,red,H8+7,-1.0
57380818,1,red,A4+5,-1.0
57380819,1,red,C2.5,1.0
57380819,1,black,a6+5,1.0
57380820,1,red,C2.5,-1.0
57380820,1,black,e7+5,-1.0
57380821,1,red,H2+3,1.0
57380822,1,red,P3+1,1.0
57380822,1,black,c8.5,1.0
57380822,2,red,H2+3,1.0
57380823,1,red,C2.5,-1.0
57380823,1,black,c8.5,-1.0
57380823,2,red,H2+3,-1.0
57380824,1,red,C2.5,1.0
57380824,1,black,c8.5,1.0
57380824,2,red,H2+3,1.0
57380826,1,red,P7+1,1.0
57380826,1,black,p7+1,1.0
57380826,2,red,C2.5,1.0
57380826,2,black,c8.5,1.0
57380826,3,red,H8+7,1.0
57380827,1,red,E3+5,1.0
57380829,1,red,E7+5,-1.0
57380830,1,red,P3+1,-1.0
57380830,1,black,c8.4,-1.0
57380830,2,red,H2+3,-1.0
57380831,1,red,C2.5,1.0
57380831,1,black,c8.5,1.0
57380831,2,red,H2+3,1.0
57380832,1,red,P7+1,-1.0
57380832,1,black,c8.5,-1.0
57380832,2,red,H2+3,-1.0
57380833,1,red,P7+1,1.0
57380833,1,black,c8.5,1.0
57380833,2,red,H8+7,1.0
57380834,1,red,E7+5,1.0
57380835,1,red,H2+3,-1.0
57380836,1,red,P7+1,-1.0
57380836,1,black,p7+1,-1.0
57380836,2,red,H8+7,-1.0
57380837,1,red,C2.4,-1.0
57380837,1,black,c2.5,-1.0
57380837,2,red,H8+7,-1.0
57380838,1,red,C2.5,-1.0
57380838,1,black,h2+3,-1.0
57380839,1,red,C2.5,1.0
57380839,1,black,c2.5,1.0
57380839,2,red,H2+3,1.0
57380840,1,red,R1+1,1.0
57380840,1,black,c8+7,1.0
57380840,2,red,C2.5,1.0
57380840,2,black,e7+5,1.0
57380841,1,red,C2.6,-1.0
57380841,1,black,h8+7,-1.0
57380842,1,red,E3+5,1.0
57380843,1,red,E3+5,-1.0
57380844,1,red,C2.5,1.0
57380844,1,black,c8.5,1.0
57380844,2,red,C5+4,1.0
57380844,2,black,a4+5,1.0
57380845,1,red,C8.5,1.0
57380845,1,black,c8.5,1.0
57380845,2,red,H8+7,1.0
57380846,1,red,C2.5,1.0
57380846,1,black,h8+7,1.0
57380847,1,red,H8+7,1.0
57380848,1,red,C2.6,1.0
57380848,1,black,c8.5,1.0
57380848,2,red,H2+3,1.0
57380849,1,red,P9+1,1.0
57380849,1,black,c2.5,1.0
57380849,2,red,H8+7,1.0
57380850,1,red,C8.5,1.0
57380850,1,black,h2+3,1.0
57380851,1,red,C2.6,1.0
57380851,1,black,c8.5,1.0
57380851,2,red,A6+5,1.0
57380852,1,red,C2.5,1.0
57380852,1,black,c8.5,1.0
57380852,2,red,H2+3,1.0
57380853,1,red,C8.5,-1.0
57380853,1,black,h8+7,-1.0
57380854,1,red,C2.5,1.0
57380855,1,red,H8+7,-1.0
57380856,1,red,C2.5,1.0
57380856,1,black,h2+3,1.0
57380857,1,red,A6+5,1.0
57380858,1,red,E3+5,-1.0
57380859,1,red,C2.5,1.0
57380859,1,black,h2+3,1.0
57380860,1,red,P3+1,-1.0
57380860,1,black,c8.7,-1.0
57380860,2,red,C2.3,-1.0
57380860,2,black,h8+9,-1.0
57380861,1,red,C2.5,1.0
57380861,1,black,h8+7,1.0
57380862,1,red,C2.5,1.0
57380862,1,black,e7+5,1.0
57380863,1,red,C2.4,-1.0
57380863,1,black,a6+5,-1.0
57380864,1,red,C2.5,1.0
57380864,1,black,h8+7,1.0
57380865,1,red,C2.5,-1.0
57380865,1,black,h8+7,-1.0
57380866,1,red,H2+3,1.0
57380867,1,red,P7+1,1.0
57380867,1,black,h8+7,1.0
57380868,1,red,C2.5,-1.0
57380868,1,black,c2.5,-1.0
57380868,2,red,H8+9,-1.0
57380869,1,red,C2+2,-1.0
57380869,1,black,c2.5,-1.0
57380869,2,red,H8+7,-1.0
57380870,1,red,C8.7,-1.0
57380870,1,black,c2.5,-1.0
57380870,2,red,H2+3,-1.0
57380871,1,red,C2.6,1.0
57380871,1,black,c8.5,1.0
57380871,2,red,H2+3,1.0
57380873,1,red,C8.4,1.0
57380873,1,black,c2.5,1.0
57380873,2,red,H8+7,1.0
57380874,1,red,C2.6,1.0
57380874,1,black,c2.5,1.0
57380874,2,red,H2+3,1.0
57380875,1,red,C8.7,1.0
57380875,1,black,c8.5,1.0
57380875,2,red,H2+3,1.0
57380876,1,red,C8.5,1.0
57380876,1,black,h8+7,1.0
57380877,1,red,P7+1,-1.0
57380877,1,black,c2.3,-1.0
57380877,2,red,H8+7,-1.0
57380878,1,red,C2.6,1.0
57380878,1,black,c8.5,1.0
57380878,2,red,H2+3,1.0
57380879,1,red,C2.6,-1.0
57380879,1,black,p3+1,-1.0
57380879,2,red,H2+3,-1.0
57380880,1,red,C2.6,1.0
57380880,1,black,c8.5,1.0
57380880,2,red,H2+3,1.0
57380881,1,red,C2.5,-1.0
57380881,1,black,c2.5,-1.0
57380881,2,red,H2+3,-1.0
57380882,1,red,E3+5,-1.0
57380883,1,red,P3+1,1.0
57380883,1,black,e3+5,1.0
57380884,1,red,C2.5,-1.0
57380884,1,black,h8+7,-1.0
57380885,1,red,C8.5,1.0
57380885,1,black,e7+5,1.0
57380886,1,red,C2.5,1.0
57380886,1,black,h8+7,1.0
57380887,1,red,C2.5,-1.0
57380887,1,black,c2.5,-1.0
57380887,2,red,H2+3,-1.0
57380888,1,red,C2.5,1.0
57380888,1,black,h8+7,1.0
57380889,1,red,E3+5,1.0
57380890,1,red,C8.5,1.0
57380890,1,black,h8+7,1.0
57380891,1,red,C8.5,-1.0
57380891,1,black,h2+3,-1.0
57380892,1,red,C2.5,1.0
57380892,1,black,h2+3,1.0
57380893,1,red,C2.5,-1.0
57380893,1,black,c8+1,-1.0
57380893,2,red,H2+3,-1.0
57380894,1,red,C2.5,1.0
57380894,1,black,e3+5,1.0
57380895,1,red,A4+5,1.0
57380896,1,red,C2.5,1.0
57380896,1,black,c8.5,1.0
57380896,2,red,H2+3,1.0
57380897,1,red,E7+5,1.0
57380898,1,red,E7+5,-1.0
57380899,1,red,C2.5,1.0
57380899,1,black,c8.5,1.0
57380899,2,red,H2+3,1.0
57380900,1,red,R1+1,1.0
57380900,1,black,c8.5,1.0
57380900,2,red,C2.5,1.0
57380900,2,black,h8+7,1.0
57380901,1,red,C8.5,-1.0
57380901,1,black,h8+7,-1.0
57380902,1,red,C2.5,1.0
57380902,1,black,h8+7,1.0
57380903,1,red,C2.5,1.0
57380903,1,black,c8.5,1.0
57380903,2,red,H2+3,1.0
57380904,1,red,E3+5,1.0
57380905,1,red,E7+5,-1.0
57380906,1,red,E3+5,1.0
57380907,1,red,C2.6,-1.0
57380907,1,black,h8+7,-1.0
57380908,1,red,C2.5,-1.0
57380908,1,black,c8.5,-1.0
57380908,2,red,H2+3,-1.0
57380909,1,red,C2.5,-1.0
57380909,1,black,c8.5,-1.0
57380909,2,red,H2+3,-1.0
57380910,1,red,E7+5,-1.0
57380911,1,red,C8.5,0.0
57380911,1,black,h2+3,0.0
57380912,1,red,C2.5,1.0
57380912,1,black,c8.5,1.0
57380912,2,red,C5+4,1.0
57380912,2,black,a6+5,1.0
57380913,1,red,C8.4,1.0
57380913,1,black,h2+3,1.0
57380914,1,red,C2.6,1.0
57380914,1,black,c8.5,1.0
57380914,2,red,H2+3,1.0
57380915,1,red,E3+5,-1.0
57380916,1,red,C2.6,-1.0
57380916,1,black,c2.5,-1.0
57380916,2,red,H2+3,-1.0
57380917,1,red,C2.6,1.0
57380917,1,black,c8.4,1.0
57380917,2,red,H2+3,1.0
57380918,1,red,C8.5,1.0
57380918,1,black,h2+3,1.0
57380919,1,red,C2.5,1.0
57380919,1,black,c2.5,1.0
57380919,2,red,H8+7,1.0
57380920,1,red,C2.5,1.0
57380920,1,black,h2+3,1.0
57380921,1,red,C2.6,-1.0
57380921,1,black,e3+5,-1.0
57380922,1,red,E7+5,-1.0
57380923,1,red,C2.5,1.0
57380923,1,black,h8+7,1.0
57380924,1,red,E3+5,-1.0
57380925,1,red,P3+1,-1.0
57380925,1,black,p3+1,-1.0
57380925,2,red,H2+3,-1.0
57380926,1,red,E7+5,1.0
57380927,1,red,C2.5,1.0
57380927,1,black,c8.5,1.0
57380927,2,red,C5+4,1.0
57380927,2,black,a6+5,1.0
57380928,1,red,C8.4,1.0
57380928,1,black,h2+3,1.0
57380929,1,red,E3+5,1.0
57380930,1,red,C2.6,-1.0
57380930,1,black,h8+7,-1.0
57380931,1,red,C2.5,1.0
57380931,1,black,e7+5,1.0
57380932,1,red,C8.5,-1.0
57380932,1,black,c2.5,-1.0
57380932,2,red,H8+7,-1.0
57380933,1,red,C2.5,1.0
57380933,1,black,h8+7,1.0
57380934,1,red,C2.5,0.0
57380934,1,black,c8.5,0.0
57380934,2,red,H2+3,0.0
57380935,1,red,C8.5,-1.0
57380935,1,black,c2.5,-1.0
57380935,2,red,C5+4,-1.0
57380935,2,black,a4+5,-1.0
57380936,1,red,P7+1,1.0
57380936,1,black,c2.6,1.0
57380936,2,red,P3+1,1.0
57380936,2,black,e7+5,1.0
57380937,1,red,P3+1,-1.0
57380937,1,black,c2.5,-1.0
57380937,2,red,H8+7,-1.0
57380938,1,red,A6+5,-1.0
57380939,1,red,C8.4,1.0
57380939,1,black,c2.5,1.0
57380939,2,red,H8+7,1.0
57380940,1,red,C2.5,1.0
57380940,1,black,c2.5,1.0
57380940,2,red,H2+3,1.0
57380941,1,red,C2.7,1.0
57380941,1,black,h8+7,1.0
57380942,1,red,H2+3,1.0
57380943,1,red,C2.5,1.0
57380943,1,black,c2.5,1.0
57380943,2,red,H8+7,1.0
57380944,1,red,P7+1,-1.0
57380944,1,black,c8.5,-1.0
57380944,2,red,H2+3,-1.0
57380945,1,red,H2+3,1.0
57380946,1,red,C2.5,-1.0
57380946,1,black,c8+1,-1.0
57380946,2,red,H2+3,-1.0
57380947,1,red,C2.5,1.0
57380947,1,black,h8+7,1.0
57380948,1,red,C2.5,-1.0
57380948,1,black,c8.5,-1.0
57380948,2,red,H2+3,-1.0
57380949,1,red,C2.5,-1.0
57380949,1,black,h2+3,-1.0
57380950,1,red,C2.5,1.0
57380950,1,black,h2+3,1.0
57380951,1,red,C2.5,1.0
57380951,1,black,e3+5,1.0
57380952,1,red,C8.4,-1.0
57380952,1,black,c8.5,-1.0
57380952,2,red,H8+7,-1.0
57380953,1,red,C2.5,-1.0
57380953,1,black,c2.5,-1.0
57380953,2,red,H8+7,-1.0
57380954,1,red,C8.5,1.0
57380954,1,black,h2+3,1.0
57380955,1,red,C2.5,-1.0
57380955,1,black,h8+7,-1.0
57380956,1,red,C8.5,1.0
57380956,1,black,a4+5,1.0
57380957,1,red,E3+5,-1.0
57380958,1,red,E3+5,-1.0
57380959,1,red,C2.5,-1.0
57380959,1,black,h8+7,-1.0
57380960,1,red,C8.5,-1.0
57380960,1,black,c2.5,-1.0
57380960,2,red,H8+7,-1.0
57380961,1,red,C2.5,1.0
57380961,1,black,h8+7,1.0
57380962,1,red,P7+1,-1.0
57380962,1,black,c8.5,-1.0
57380962,2,red,H8+7,-1.0
57380963,1,red,H8+7,1.0
57380964,1,red,H8+7,-1.0
57380965,1,red,C2.5,1.0
57380965,1,black,c2.5,1.0
57380965,2,red,H2+3,1.0
57380966,1,red,C8.5,1.0
57380966,1,black,h8+7,1.0
57380967,1,red,P3+1,1.0
57380967,1,black,c2.5,1.0
57380967,2,red,H8+7,1.0
57380968,1,red,C2.5,-1.0
57380968,1,black,h2+3,-1.0
57380969,1,red,C8.5,1.0
57380969,1,black,h2+3,1.0
57380970,1,red,C8.5,1.0
57380970,1,black,h8+7,1.0
57380971,1,red,C8.5,-1.0
57380972,1,red,E7+5,-1.0
57380973,1,red,C2.5,1.0
57380973,1,black,a4+5,1.0
57380974,1,red,E3+5,-1.0
57380975,1,red,C8.5,-1.0
57380975,1,black,e3+5,-1.0
57380976,1,red,E7+5,1.0
57380977,1,red,E7+5,-1.0
57380978,1,red,C2.5,1.0
57380978,1,black,e3+5,1.0
57380979,1,red,C2.5,-1.0
57380979,1,black,c8.5,-1.0
57380979,2,red,H2+3,-1.0
57380980,1,red,C2.5,-1.0
57380980,1,black,h8+7,-1.0
57380981,1,red,C8.5,-1.0
57380981,1,black,c2.5,-1.0
57380981,2,red,H8+7,-1.0
57380982,1,red,C8.5,-1.0
57380982,1,black,h8+7,-1.0
57380983,1,red,P3+1,-1.0
57380983,1,black,c8.5,-1.0
57380983,2,red,H8+7,-1.0
57380984,1,red,C2.5,1.0
57380984,1,black,e7+5,1.0
57380985,1,red,H2+3,-1.0
57380986,1,red,H2+3,-1.0
57380987,1,red,A4+5,1.0
57380988,1,red,C8.5,-1.0
57380988,1,black,h8+7,-1.0
57380989,1,red,C2.6,1.0
57380989,1,black,c8.5,1.0
57380989,2,red,H2+3,1.0
57380990,1,red,H8+7,1.0
57380991,1,red,E7+5,-1.0
57380992,1,red,C2.5,-1.0
57380992,1,black,h8+7,-1.0
57380993,1,red,C2.5,1.0
57380993,1,black,c2.5,1.0
57380993,2,red,H2+3,1.0
57380994,1,red,P7+1,-1.0
57380994,1,black,c8+3,-1.0
57380994,2,red,E3+5,-1.0
57380995,1,red,C8.5,1.0
57380995,1,black,e3+5,1.0
57380996,1,red,C8.5,-1.0
57380996,1,black,h8+7,-1.0
57380997,1,red,P3+1,1.0
57380997,1,black,p3+1,1.0
57380997,2,red,H2+3,1.0
57380998,1,red,H8+7,-1.0
57380999,1,red,C8.5,1.0
57380999,1,black,c2.5,1.0
57380999,2,red,H8+7,1.0
57381000,1,red,H8+7,1.0
57381001,1,red,C2.5,1.0
57381001,1,black,h8+7,1.0
57381002,1,red,C2.6,1.0
57381002,1,black,c2.5,1.0
57381002,2,red,H2+3,1.0
57381003,1,red,C2.5,1.0
57381003,1,black,c2.5,1.0
57381003,2,red,H2+3,1.0
57381004,1,red,E7+5,1.0
57381005,1,red,H8+7,1.0
57381006,1,red,C2.5,1.0
57381006,1,black,c8.5,1.0
57381006,2,red,C5+4,1.0
57381006,2,black,a6+5,1.0
57381007,1,red,E3+5,1.0
57381008,1,red,P7+1,1.0
57381008,1,black,p7+1,1.0
57381008,2,red,E7+5,1.0
57381009,1,red,C2.5,-1.0
57381009,1,black,c8.5,-1.0
57381009,2,red,H2+3,-1.0
57381010,1,red,H8+7,1.0
57381011,1,red,C2.5,-1.0
57381011,1,black,e3+5,-1.0
57381012,1,red,C2.5,1.0
57381013,1,red,P7+1,0.0
57381013,1,black,p7+1,0.0
57381013,2,red,H8+7,0.0
57381014,1,red,C8.5,-1.0
57381014,1,black,h2+3,-1.0
57381015,1,red,E3+5,-1.0
57381016,1,red,C8.5,1.0
57381016,1,black,h2+3,1.0
57381017,1,red,C8.5,-1.0
57381017,1,black,h2+3,-1.0
57381018,1,red,C2.5,1.0
57381018,1,black,e3+5,1.0
57381019,1,red,C2.5,-1.0
57381019,1,black,c2.5,-1.0
57381019,2,red,H2+3,-1.0
57381020,1,red,C8.5,-1.0
57381020,1,black,h8+7,-1.0
57381021,1,red,C8.5,-1.0
57381021,1,black,h2+3,-1.0
57381022,1,red,P7+1,1.0
57381022,1,black,c2.5,1.0
57381022,2,red,E7+5,1.0
57381023,1,red,H8+7,1.0
57381024,1,red,C8.4,1.0
57381024,1,black,h2+3,1.0
57381025,1,red,C2.5,1.0
57381025,1,black,c2.5,1.0
57381025,2,red,C5+4,1.0
57381025,2,black,a6+5,1.0
57381026,1,red,C8.5,-1.0
57381026,1,black,c8.5,-1.0
57381026,2,red,H8+7,-1.0
57381027,1,red,E7+5,-1.0
57381028,1,red,C2.5,-1.0
57381028,1,black,h2+3,-1.0
57381029,1,red,C8.5,-1.0
57381029,1,black,h8+7,-1.0
57381030,1,red,E3+5,-1.0
57381031,1,red,C2.5,-1.0
57381031,1,black,c8.5,-1.0
57381031,2,red,H2+3,-1.0
57381032,1,red,C8.5,1.0
57381032,1,black,c2.5,1.0
57381032,2,red,H8+7,1.0
57381033,1,red,C2.6,1.0
57381033,1,black,c2.5,1.0
57381033,2,red,H2+3,1.0
57381034,1,red,C2.5,1.0
57381034,1,black,h2+3,1.0
57381035,1,red,C2.5,-1.0
57381035,1,black,a4+5,-1.0
57381036,1,red,H8+7,-1.0
57381037,1,red,E3+5,-1.0
57381038,1,red,C8.5,1.0
57381038,1,black,c2.5,1.0
57381038,2,red,H8+7,1.0
57381039,1,red,C8.4,-1.0
57381039,1,black,c8.5,-1.0
57381039,2,red,H8+7,-1.0
57381040,1,red,P7+1,-1.0
57381040,1,black,c2.5,-1.0
57381040,2,red,H2+3,-1.0
57381041,1,red,C2.5,1.0
57381041,1,black,c8.5,1.0
57381041,2,red,H2+3,1.0
57381042,1,red,C8.5,-1.0
57381042,1,black,e3+5,-1.0
57381043,1,red,C8.5,1.0
57381043,1,black,c2.5,1.0
57381043,2,red,H8+7,1.0
57381044,1,red,C8.5,-1.0
57381044,1,black,h8+7,-1.0
57381045,1,red,C2.5,-1.0
57381045,1,black,h2+3,-1.0
57381046,1,red,E7+5,1.0
57381047,1,red,C2.5,-1.0
57381047,1,black,h8+7,-1.0
57381048,1,red,C8.5,1.0
57381048,1,black,h8+7,1.0
57381049,1,red,H8+9,-1.0
57381050,1,red,C8.5,-1.0
57381050,1,black,h2+3,-1.0
57381051,1,red,C2.5,1.0
57381051,1,black,h8+7,1.0
57381052,1,red,C2.5,-1.0
57381052,1,black,c2.5,-1.0
57381052,2,red,H2+3,-1.0
57381053,1,red,C2.5,1.0
57381053,1,black,c2.5,1.0
57381053,2,red,H2+3,1.0
57381054,1,red,C8.5,1.0
57381054,1,black,c2+1,1.0
57381054,2,red,H8+7,1.0
57381055,1,red,A6+5,0.0
57381056,1,red,C8.5,-1.0
