gameID,turn,side,move,error
57380998,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57380999,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381000,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381001,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381002,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381003,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381004,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381005,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381006,2,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381007,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381008,2,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381009,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381010,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381011,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381013,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381014,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381015,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381016,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381017,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381018,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381019,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381020,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381021,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381022,2,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381023,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381024,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381025,2,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381026,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381027,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381028,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381029,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381030,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381031,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381032,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381033,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381034,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381035,1,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381036,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381037,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381038,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381039,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381040,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381041,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381042,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381043,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381044,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381045,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381046,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381047,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381048,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381049,1,red,H8+9,"Cannot resolve move=H8+9, side=red, candidates=[(9, 1)]"
57381050,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381051,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381052,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381053,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381054,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381055,1,red,A6+5,"Cannot resolve move=A6+5, side=red, candidates=[(9, 3)]"
57381056,1,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381057,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381058,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381059,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381060,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381061,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381062,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381063,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381064,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381065,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381066,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381067,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381068,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381069,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381070,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381071,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381072,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381073,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381074,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381075,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381076,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381077,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381078,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381079,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381080,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381081,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381082,2,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381083,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381084,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381085,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381086,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381087,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381088,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381089,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381090,2,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381091,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381092,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381093,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381094,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381095,2,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381096,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381097,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381098,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381099,2,red,A6+5,"Cannot resolve move=A6+5, side=red, candidates=[(9, 3)]"
57381100,2,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381101,2,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381102,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381103,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381104,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381105,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381106,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381107,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381108,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381109,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381110,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381111,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381112,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381113,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381114,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381115,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381116,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381117,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381118,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381119,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381120,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381121,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381122,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381123,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381124,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381125,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381126,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381127,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381128,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381129,2,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381130,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381131,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381132,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381133,2,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381134,1,red,A6+5,"Cannot resolve move=A6+5, side=red, candidates=[(9, 3)]"
57381135,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381136,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381137,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381138,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381139,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381140,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381141,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381142,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381143,1,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381144,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381145,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381146,2,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381147,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381148,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381149,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381150,2,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381151,2,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381152,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381153,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381154,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381155,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381156,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381157,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381158,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381159,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381160,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381161,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381162,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381163,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381164,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381165,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381166,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381167,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381169,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381170,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381171,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381172,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381173,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381174,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381175,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381176,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381177,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381179,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381180,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381181,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381182,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381183,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381184,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381185,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381186,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381187,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381188,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381189,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381190,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381191,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381192,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381193,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381194,2,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381195,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381196,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381197,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381198,2,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381199,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381200,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381201,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381202,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381203,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381204,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381205,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381206,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381207,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381208,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381209,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381210,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381211,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381212,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381213,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381214,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381215,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381216,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381217,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381218,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381219,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381220,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381221,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381222,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381223,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381224,1,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381225,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381226,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381227,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381228,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381229,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381230,2,black,a4+5,"Cannot resolve move=a4+5, side=black, candidates=[(0, 3)]"
57381231,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381232,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381233,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381234,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381235,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381236,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381237,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381238,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381239,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381240,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381241,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381242,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381243,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381244,1,red,A4+5,"Cannot resolve move=A4+5, side=red, candidates=[(9, 5)]"
57381245,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381246,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381247,2,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381248,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381249,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381250,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381251,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381252,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381253,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381254,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381255,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381256,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381257,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381258,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381259,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381260,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381261,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381262,2,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381263,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381264,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381265,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381266,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381267,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381268,2,red,H8+9,"Cannot resolve move=H8+9, side=red, candidates=[(9, 1)]"
57381269,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381271,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381272,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381273,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381274,1,black,a6+5,"Cannot resolve move=a6+5, side=black, candidates=[(0, 5)]"
57381275,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381276,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381277,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381278,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381279,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381281,1,black,e3+5,"Cannot resolve move=e3+5, side=black, candidates=[(0, 2)]"
57381282,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381283,1,red,E7+5,"Cannot resolve move=E7+5, side=red, candidates=[(9, 2)]"
57381284,2,black,h8+9,"Cannot resolve move=h8+9, side=black, candidates=[(0, 7)]"
57381285,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381286,1,red,E3+5,"Cannot resolve move=E3+5, side=red, candidates=[(9, 6)]"
57381287,1,red,A6+5,"Cannot resolve move=A6+5, side=red, candidates=[(9, 3)]"
57381288,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381289,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381290,1,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381291,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381292,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381293,1,black,e7+5,"Cannot resolve move=e7+5, side=black, candidates=[(0, 6)]"
57381294,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381295,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381296,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381297,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381298,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381299,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381300,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381301,2,red,H8+7,"Cannot resolve move=H8+7, side=red, candidates=[(9, 1)]"
57381302,1,black,h2+3,"Cannot resolve move=h2+3, side=black, candidates=[(0, 1)]"
57381303,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381304,1,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
57381305,1,black,h8+7,"Cannot resolve move=h8+7, side=black, candidates=[(0, 7)]"
57381306,2,red,H2+3,"Cannot resolve move=H2+3, side=red, candidates=[(9, 7)]"
